win,ass-mon,ass-out,ass-int,arc-mon,arc-out,arc-int,sup-mon,sup-out,sup-int,tan-mon,tan-out,tan-int,war-mon,war-out,war-int,mag-mon,mag-out,mag-int,position_list,tf,ass-mon-out,ass-mon-int,arc-mon-out,arc-mon-int,sup-mon-out,sup-mon-int,tan-mon-out,tan-mon-int,war-mon-out,war-mon-int,mag-mon-out,mag-mon-int
1,0,0,0,15318,145989,67897,8972,20103,174116,0,0,0,26472,132264,178879,13294,106082,66485,"[0, 1, 1, 0, 2, 1]",True,0,0,2236259502,1040046246,180364116,1562168752,0,0,3501292608,4735284888,1410254108,883851590
0,14383,57592,83039,0,0,0,8341,74047,78162,10137,54865,158509,15041,87291,78094,12830,141239,74248,"[1, 0, 1, 1, 1, 1]",False,828345736,1194349937,0,0,617626027,651949242,556166505,1606805733,1312943931,1174611854,1812096370,952601840
1,0,0,0,15641,142251,78964,0,0,0,21298,95319,287582,15235,60892,86673,12705,84994,42985,"[0, 1, 0, 2, 1, 1]",True,0,0,2224947891,1235075924,0,0,2030104062,6124921436,927689620,1320463155,1079848770,546124425
0,9432,40823,62812,14812,116440,61510,7343,30070,146926,0,0,0,13668,69144,106553,10699,134467,68046,"[1, 1, 1, 0, 1, 1]",False,385042536,592442784,1724709280,911086120,220804010,1078877618,0,0,945060192,1456366404,1438662433,728024154
1,0,0,0,13152,79129,43401,6988,21228,94352,7883,24698,103752,14679,56758,67877,11940,66635,34013,"[0, 1, 1, 1, 1, 1]",True,0,0,1040704608,570809952,148341264,659331776,194694334,817877016,833150682,996366483,795621900,406115220
0,11563,29942,57904,0,0,0,0,0,0,18862,68049,179875,10552,32046,54160,10676,128780,20108,"[1, 0, 0, 2, 1, 1]",False,346219346,669543952,0,0,0,0,1283540238,3392802250,338149392,571496320,1374855280,214673008
0,12485,75835,88143,0,0,0,7674,58611,77074,10661,47909,153965,12789,35877,96978,13489,112265,60320,"[1, 0, 1, 1, 1, 1]",False,946799975,1100465355,0,0,449780814,591465876,510757849,1641420865,458830953,1240251642,1514342585,813656480
1,9720,45206,79542,16100,165615,66918,7980,21434,139709,0,0,0,14239,64250,89069,13627,129035,88378,"[1, 1, 1, 0, 1, 1]",True,439402320,773148240,2666401500,1077379800,171043320,1114877820,0,0,914855750,1268253491,1758359945,1204327006
1,0,0,0,15007,93346,47537,0,0,0,17733,66251,307353,13956,63863,82981,12190,72872,40189,"[0, 1, 0, 2, 1, 1]",True,0,0,1400843422,713387759,0,0,1174828983,5450290749,891272028,1158082836,888309680,489903910
0,11997,62071,91137,0,0,0,8139,22750,97807,0,0,0,24740,136532,167593,12324,159315,23615,"[1, 0, 1, 0, 2, 1]",False,744665787,1093370589,0,0,185162250,796051173,0,0,3377801680,4146250820,1963398060,291031260
1,0,0,0,12532,67937,36774,0,0,0,7076,19177,101427,24760,97373,117936,10676,94082,25820,"[0, 1, 0, 1, 2, 1]",True,0,0,851386484,460851768,0,0,135696452,717697452,2410955480,2920095360,1004419432,275654320
0,11284,26880,49332,14082,100989,45183,6791,13529,83833,9534,31414,108457,0,0,0,10655,60372,46025,"[1, 1, 1, 1, 0, 1]",False,303313920,556662288,1422127098,636267006,91875439,569309903,299501076,1034029038,0,0,643263660,490396375
1,16158,73652,101528,18779,106752,78674,0,0,0,10530,21128,92739,11150,38246,103494,13872,95410,76202,"[1, 1, 0, 1, 1, 1]",True,1190069016,1640489424,2004695808,1477419046,0,0,222477840,976541670,426442900,1153958100,1323527520,1057074144
0,0,0,0,14368,99873,64215,0,0,0,10496,39807,128857,30934,164832,169332,11539,86020,42258,"[0, 1, 0, 1, 2, 1]",False,0,0,1434975264,922641120,0,0,417814272,1352483072,5098913088,5238116088,992584780,487615062
1,0,0,0,14274,81332,71797,7709,9125,66660,7755,16055,97773,12143,51730,49974,11279,46423,55999,"[0, 1, 1, 1, 1, 1]",True,0,0,1160932968,1024830378,70344625,513881940,124506525,758229615,628157390,606834282,523605017,631612721
0,10359,39217,45743,11455,70105,39820,6229,19619,70259,0,0,0,9464,23564,70637,8957,96756,18253,"[1, 1, 1, 0, 1, 1]",False,406248903,473851737,803052775,456138100,122206751,437643311,0,0,223009696,668508568,866643492,163492121
1,0,0,0,18538,116930,103037,24114,97119,207440,12216,27963,140419,19006,72875,124585,0,0,0,"[0, 1, 2, 1, 1, 0]",True,0,0,2167648340,1910099906,2341927566,5002208160,341596008,1715358504,1385062250,2367862510,0,0
0,13910,50015,84095,14958,152181,43205,8586,12429,98671,0,0,0,15111,99478,110675,11262,172946,31919,"[1, 1, 1, 0, 1, 1]",False,695708650,1169761450,2276323398,646260390,106715394,847189206,0,0,1503212058,1672409925,1947717852,359471778
1,20513,61143,111591,0,0,0,14721,47755,89507,16833,33164,120782,22094,120322,150267,17131,242314,43404,"[1, 0, 1, 1, 1, 1]",True,1254226359,2289066183,0,0,703001355,1317632547,558249612,2033123406,2658394268,3319999098,4151081134,743553924
0,19529,51745,125041,19629,172786,104368,10266,25359,184732,0,0,0,18061,62025,102424,11719,77648,72391,"[1, 1, 1, 0, 1, 1]",False,1010528105,2441925689,3391616394,2048639472,260335494,1896458712,0,0,1120233525,1849879864,909956912,848350129
1,9844,68753,58865,10367,72456,29519,6124,20637,60919,0,0,0,10316,59026,48404,9648,95149,24532,"[1, 1, 1, 0, 1, 1]",True,676804532,579467060,751151352,306023473,126380988,373067956,0,0,608912216,499335664,917997552,236684736
0,7197,21644,74012,8548,42639,35310,4944,13903,63076,15299,73473,182410,0,0,0,0,0,0,"[1, 1, 1, 2, 0, 0]",False,155771868,532664364,364478172,301829880,68736432,311847744,1124063427,2790690590,0,0,0,0
1,11020,81242,43688,10524,84744,42226,13673,71182,81840,0,0,0,9053,19722,37157,0,0,0,"[1, 1, 2, 0, 1, 0]",True,895286840,481441760,891845856,444386424,973271486,1118998320,0,0,178543266,336382321,0,0
0,6148,24659,57509,0,0,0,4672,28191,51684,6614,24562,74462,6960,26409,62803,6623,28096,38608,"[1, 0, 1, 1, 1, 1]",False,151603532,353565332,0,0,131708352,241467648,162453068,492491668,183806640,437108880,186079808,255700784
1,12452,39839,47889,13261,82025,51560,6598,10244,56218,8663,41301,98548,0,0,0,11995,87659,27984,"[1, 1, 1, 1, 0, 1]",True,496075228,596313828,1087733525,683737160,67589912,370926364,357790563,853721324,0,0,1051469705,335668080
0,10428,38516,64060,10430,58126,42233,0,0,0,6027,30608,93474,10152,38302,51536,7562,52032,42973,"[1, 1, 0, 1, 1, 1]",False,401644848,668017680,606254180,440490190,0,0,184474416,563367798,388841904,523193472,393465984,324961826
1,15589,114822,92401,0,0,0,8024,28514,50589,12849,19232,61817,13576,75743,86088,14739,132875,47863,"[1, 0, 1, 1, 1, 1]",True,1789960158,1440439189,0,0,228796336,405926136,247111968,794286633,1028286968,1168730688,1958444625,705452757
0,13761,51383,67215,12632,81008,57807,0,0,0,18430,49516,227027,0,0,0,10932,57861,64066,"[1, 1, 0, 2, 0, 1]",False,707081463,924945615,1023293056,730218024,0,0,912579880,4184107610,0,0,632536452,700369512
1,0,0,0,11875,87943,33158,15609,125532,106165,0,0,0,22690,101169,118949,0,0,0,"[0, 1, 2, 0, 2, 0]",True,0,0,1044323125,393751250,1959428988,1657129485,0,0,2295524610,2698952810,0,0
0,11290,36690,56796,10448,63379,51218,0,0,0,13187,59197,210502,0,0,0,7252,46345,47041,"[1, 1, 0, 2, 0, 1]",False,414230100,641226840,662183792,535125664,0,0,780630839,2775889874,0,0,336093940,341141332
1,18586,57450,72778,16733,127458,64814,9429,16445,61025,0,0,0,12948,23021,71122,14652,132327,60747,"[1, 1, 1, 0, 1, 1]",True,1067765700,1352651908,2132754714,1084532662,155059905,575404725,0,0,298075908,920887656,1938855204,890065044
0,0,0,0,15035,95220,59415,0,0,0,10146,8212,89245,23688,72637,193296,13819,67956,61969,"[0, 1, 0, 1, 2, 1]",False,0,0,1431632700,893304525,0,0,83318952,905479770,1720625256,4578795648,939083964,856349611
1,12572,52453,60822,8651,57801,49878,7343,30021,70365,0,0,0,12150,51730,48224,8980,66734,27320,"[1, 1, 1, 0, 1, 1]",True,659439116,764654184,500036451,431494578,220444203,516690195,0,0,628519500,585921600,599271320,245333600
0,0,0,0,8108,62407,35956,5642,59117,53490,0,0,0,23139,86417,195619,0,0,0,"[0, 1, 1, 0, 3, 0]",False,0,0,505995956,291531248,333538114,301790580,0,0,1999602963,4526428041,0,0
1,14725,84910,96564,21173,205597,64101,10500,22035,125079,0,0,0,13946,87751,105438,14004,87059,50272,"[1, 1, 1, 0, 1, 1]",True,1250299750,1421904900,4353105281,1357210473,231367500,1313329500,0,0,1223775446,1470438348,1219174236,704009088
0,18849,77926,113271,16268,99808,76185,9975,28357,169782,14121,114206,156925,0,0,0,11853,64061,53569,"[1, 1, 1, 1, 0, 1]",False,1468827174,2135045079,1623676544,1239377580,282861075,1693575450,1612702926,2215937925,0,0,759315033,634953357
1,13444,58676,75004,13312,63711,54121,7865,17239,111349,0,0,0,13358,66961,56970,10062,63348,34549,"[1, 1, 1, 0, 1, 1]",True,788840144,1008353776,848120832,720458752,135584735,875759885,0,0,894465038,761005260,637407576,347632038
0,0,0,0,13850,69751,36537,15518,99030,82457,8347,29116,98681,11892,58058,82131,0,0,0,"[0, 1, 2, 1, 1, 0]",False,0,0,966051350,506037450,1536747540,1279567726,243031252,823690307,690425736,976701852,0,0
1,22761,73814,148376,19972,189799,104807,28671,242085,240228,0,0,0,18911,94456,119729,0,0,0,"[1, 1, 2, 0, 1, 0]",True,1680080454,3377186136,3790665628,2093205404,6940819035,6887576988,0,0,1786257416,2264195119,0,0
0,0,0,0,23304,152924,102014,13195,70735,133618,13144,46069,231446,21043,87851,139265,13013,92201,90118,"[0, 1, 1, 1, 1, 1]",False,0,0,3563740896,2377334256,933348325,1763089510,605530936,3042126224,1848648593,2930553395,1199811613,1172705534
1,11810,20148,56379,11953,41220,32858,7700,15673,80355,0,0,0,10368,33182,39863,8699,63099,34837,"[1, 1, 1, 0, 1, 1]",True,237947880,665835990,492702660,392751674,120682100,618733500,0,0,344030976,413299584,548898201,303047063
0,0,0,0,11361,54427,37135,0,0,0,5730,12892,72816,19291,69200,93180,6900,41047,17748,"[0, 1, 0, 1, 2, 1]",False,0,0,618345147,421890735,0,0,73871160,417235680,1334937200,1797535380,283224300,122461200
1,13241,78347,72151,13062,96572,46007,7105,34399,54246,8247,35128,102274,0,0,0,8199,36278,19296,"[1, 1, 1, 1, 0, 1]",True,1037392627,955351391,1261423464,600943434,244404895,385417830,289700616,843453678,0,0,297443322,158207904
0,10349,53945,66169,9036,60130,42786,6282,15620,84474,0,0,0,7046,26768,68525,7949,75986,60234,"[1, 1, 1, 0, 1, 1]",False,558276805,684782981,543334680,386614296,98124840,530665668,0,0,188607328,482827150,604012714,478800066
1,0,0,0,11653,72421,40357,6927,9777,65833,0,0,0,22875,81305,109588,11464,71694,56753,"[0, 1, 1, 0, 2, 1]",True,0,0,843921913,470280121,67725279,456025191,0,0,1859851875,2506825500,821900016,650616392
0,11046,29904,41630,9026,33903,32067,5841,14262,108037,0,0,0,10129,43776,79051,9165,92527,22077,"[1, 1, 1, 0, 1, 1]",False,330319584,459844980,306008478,289436742,83304342,631044117,0,0,443407104,800707579,848009955,202335705
1,18368,63220,80988,18510,126604,59803,9836,18523,85771,9796,29204,99435,0,0,0,14017,212309,22843,"[1, 1, 1, 1, 0, 1]",True,1161224960,1487587584,2343440040,1106953530,182192228,843643556,286082384,974065260,0,0,2975935253,320190331
0,14531,53609,99899,15119,76441,80262,0,0,0,19044,79324,245071,0,0,0,9090,63671,68930,"[1, 1, 0, 2, 0, 1]",False,778992379,1451632369,1155711479,1213481178,0,0,1510646256,4667132124,0,0,578769390,626573700
1,15359,55784,79825,17925,98536,54782,9263,14307,194108,0,0,0,16074,62365,89503,10031,70248,33416,"[1, 1, 1, 0, 1, 1]",True,856786456,1226032175,1766257800,981967350,132525741,1798022404,0,0,1002455010,1438671222,704657688,335195896
0,0,0,0,16945,143218,64457,12192,134840,35811,12435,32647,147569,33100,97161,154743,0,0,0,"[0, 1, 1, 1, 2, 0]",False,0,0,2426829010,1092223865,1643969280,436607712,405965445,1835020515,3216029100,5121993300,0,0
0,0,0,0,15345,77911,66477,7249,11791,85870,0,0,0,24119,69166,138537,10688,78290,58982,"[0, 1, 1, 0, 2, 1]",False,0,0,1195544295,1020089565,85472959,622471630,0,0,1668214754,3341373903,836763520,630399616
1,15432,49346,83525,14748,79202,57007,9837,17293,98882,0,0,0,13316,25562,46452,12923,135071,42813,"[1, 1, 1, 0, 1, 1]",True,761507472,1288957800,1168071096,840739236,170111241,972702234,0,0,340383592,618554832,1745522533,553272399
1,0,0,0,26372,264405,117209,15805,135102,120127,18357,124902,217340,26690,97599,161631,16346,104593,47615,"[0, 1, 1, 1, 1, 1]",True,0,0,6972888660,3091035748,2135287110,1898607235,2292826014,3989710380,2604917310,4313931390,1709677178,778314790
0,29387,58763,159652,27484,177867,124259,0,0,0,35280,125883,513931,0,0,0,16720,178227,86534,"[1, 1, 0, 2, 0, 1]",False,1726868281,4691693324,4888496628,3415134356,0,0,4441152240,18131485680,0,0,2979955440,1446848480
1,0,0,0,19671,178041,71943,6453,15606,23496,7795,21685,63088,10250,17318,43806,0,0,0,"[0, 2, 1, 1, 1, 0]",True,0,0,3502244511,1415190753,100705518,151619688,169034575,491770960,177509500,449011500,0,0
0,9388,21623,46404,8944,25909,22952,4966,12855,74044,8040,18208,85020,0,0,0,6587,44274,45977,"[1, 1, 1, 1, 0, 1]",False,202996724,435640752,231730096,205282688,63837930,367702504,146392320,683560800,0,0,291632838,302850499
0,0,0,0,11046,56614,47352,12465,82323,82205,0,0,0,17790,64558,117090,0,0,0,"[0, 1, 2, 0, 2, 0]",False,0,0,625358244,523050192,1026156195,1024685325,0,0,1148486820,2083031100,0,0
1,15038,51752,79899,13206,68439,42732,8385,12955,109179,0,0,0,12333,43489,38626,10356,48522,31295,"[1, 1, 1, 0, 1, 1]",True,778246576,1201521162,903805434,564318792,108627675,915465915,0,0,536349837,476374458,502493832,324091020
0,0,0,0,16514,104413,120193,9721,27239,209209,11654,54598,224709,16232,83557,140468,14949,111309,96789,"[0, 1, 1, 1, 1, 1]",False,0,0,1724276282,1984867202,264790319,2033720689,636285092,2618758686,1356297224,2280076576,1663958241,1446898761
1,18393,120423,155643,18177,194668,88939,10902,14783,123255,0,0,0,14757,91861,96205,14561,298130,43290,"[1, 1, 1, 0, 1, 1]",True,2214940239,2862741699,3538480236,1616644203,161164266,1343726010,0,0,1355592777,1419697185,4341070930,630345690
1,17502,61317,85780,17152,85548,46933,8286,27289,102668,10377,56383,146046,0,0,0,11642,68573,34163,"[1, 1, 1, 1, 0, 1]",True,1073170134,1501321560,1467319296,804994816,226116654,850707048,585086391,1515519342,0,0,798326866,397725646
0,0,0,0,14045,110754,40588,20640,161971,117485,9872,43425,104052,15784,51575,81480,0,0,0,"[0, 1, 2, 1, 1, 0]",False,0,0,1555539930,570058460,3343081440,2424890400,428691600,1027201344,814059800,1286080320,0,0
0,16302,67044,93462,15624,126239,54327,10953,13069,104707,12641,36966,215612,0,0,0,15275,253789,47425,"[1, 1, 1, 1, 0, 1]",False,1092951288,1523617524,1972358136,848805048,143144757,1146855771,467287206,2725551292,0,0,3876626975,724416875
1,19398,51803,117679,19506,126228,96702,11310,43672,118824,14133,108418,190519,0,0,0,17393,125878,109334,"[1, 1, 1, 1, 0, 1]",True,1004874594,2282737242,2462203368,1886269212,493930320,1343899440,1532271594,2692605027,0,0,2189396054,1901646262
1,0,0,0,15024,88010,52106,8303,38458,44771,9516,43450,140938,16638,107466,135474,13290,172991,22151,"[0, 1, 1, 1, 1, 1]",True,0,0,1322262240,782840544,319316774,371733613,413470200,1341166008,1788019308,2254016412,2299050390,294386790
0,0,0,0,15406,87117,80794,9564,16675,105447,10402,45690,128466,12998,66805,122915,10158,58643,57962,"[0, 1, 1, 1, 1, 1]",False,0,0,1342124502,1244712364,159479700,1008495108,475267380,1336303332,868331390,1597649170,595695594,588777996
1,17084,80290,103340,18177,88021,50935,0,0,0,8291,23938,106717,11207,52448,63948,10229,38046,44453,"[1, 1, 0, 1, 1, 1]",True,1371674360,1765460560,1599957717,925845495,0,0,198469958,884790647,587784736,716665236,389172534,454709737
0,12679,66584,73721,13794,82438,55591,18784,88290,120355,0,0,0,13633,55543,72313,0,0,0,"[1, 1, 2, 0, 1, 0]",False,844218536,934708559,1137149772,766822254,1658439360,2260748320,0,0,757217719,985843129,0,0
1,19367,77632,97413,18184,143867,82569,23866,189759,116119,11478,92010,152480,0,0,0,0,0,0,"[1, 1, 2, 1, 0, 0]",True,1503498944,1886597571,2616077528,1501434696,4528788294,2771296054,1056090780,1750165440,0,0,0,0
0,18859,102435,111634,19205,116793,78614,10067,31270,124951,12013,44828,202001,0,0,0,13282,93602,71518,"[1, 1, 1, 1, 0, 1]",False,1931821665,2105305606,2243009565,1509781870,314795090,1257881717,538518764,2426638013,0,0,1243221764,949902076
1,0,0,0,17428,152452,79911,9026,16386,87096,9191,46894,158053,18579,101276,97108,15201,89590,61672,"[0, 1, 1, 1, 1, 1]",True,0,0,2656933456,1392688908,147900036,786128496,431002754,1452665123,1881606804,1804169532,1361857590,937476072
0,15746,77195,86037,15643,110636,44739,8046,40082,92741,23201,146394,235572,0,0,0,0,0,0,"[1, 1, 1, 2, 0, 0]",False,1215512470,1354738602,1730678948,699852177,322499772,746194086,3396487194,5465505972,0,0,0,0
1,0,0,0,16107,109619,48645,0,0,0,9815,17656,127103,25355,87283,179613,13806,167517,26938,"[0, 1, 0, 1, 2, 1]",True,0,0,1765633233,783525015,0,0,173293640,1247515945,2213060465,4554087615,2312739702,371906028
0,10348,39553,76483,14187,86933,63394,0,0,0,7927,22759,137359,12514,30574,86986,13780,107942,68151,"[1, 1, 0, 1, 1, 1]",False,409294444,791446084,1233318471,899370678,0,0,180410593,1088844793,382603036,1088542804,1487440760,939120780
1,0,0,0,17133,116741,59937,10329,19175,112711,15475,106473,99370,29041,75284,189865,0,0,0,"[0, 1, 1, 1, 2, 0]",True,0,0,2000123553,1026900621,198058575,1164191919,1647669675,1537750750,2186322644,5513869465,0,0
0,0,0,0,16830,157536,34750,0,0,0,20519,73435,228796,12314,53413,74010,11353,67486,39775,"[0, 1, 0, 2, 1, 1]",False,0,0,2651330880,584842500,0,0,1506812765,4694665124,657727682,911359140,766168558,451565575
1,0,0,0,10728,50144,38161,0,0,0,14769,59376,139243,10777,62791,55322,10301,69628,28726,"[0, 1, 0, 2, 1, 1]",True,0,0,537944832,409391208,0,0,876924144,2056479867,676698607,596205194,717238028,295906526
0,7218,27480,42223,0,0,0,4633,17969,94898,0,0,0,14470,66446,109693,7402,86739,22351,"[1, 0, 1, 0, 2, 1]",False,198350640,304765614,0,0,83250377,439662434,0,0,961473620,1587257710,642042078,165442102
0,8140,35252,53940,0,0,0,5119,15997,59668,16569,47253,120322,0,0,0,7780,42550,43889,"[1, 0, 1, 2, 0, 1]",False,286951280,439071600,0,0,81888643,305440492,782934957,1993615218,0,0,331039000,341456420
1,8825,24236,58258,13508,80498,39959,7559,15309,43146,0,0,0,10852,54511,64024,10886,62427,27754,"[1, 1, 1, 0, 1, 1]",True,213882700,514126850,1087366984,539766172,115720731,326140614,0,0,591553372,694788448,679580322,302130044
1,0,0,0,0,0,0,0,0,0,12037,48496,201538,51006,277629,482296,15877,161470,57067,"[0, 0, 0, 1, 3, 1]",True,0,0,0,0,0,0,583746352,2425912906,14160744774,24599989776,2563659190,906052759
0,21995,91275,107430,0,0,0,11657,112759,69484,14361,115127,238333,17568,97494,139553,16116,229648,68848,"[1, 0, 1, 1, 1, 1]",False,2007593625,2362922850,0,0,1314431663,809974988,1653338847,3422700213,1712774592,2451667104,3701007168,1109554368
1,11408,51186,38648,10392,80971,28443,6461,17052,60091,17427,101827,169292,0,0,0,0,0,0,"[1, 1, 1, 2, 0, 0]",True,583929888,440896384,841450632,295579656,110172972,388247951,1774539129,2950251684,0,0,0,0
0,7189,40455,41609,0,0,0,3899,16095,76715,5344,39084,90372,7284,41035,49209,7342,88745,18437,"[1, 0, 1, 1, 1, 1]",False,290830995,299127101,0,0,62754405,299111785,208864896,482947968,298898940,358438356,651565790,135364454
1,0,0,0,10126,36515,30236,0,0,0,5869,14127,65517,19340,77845,104830,9329,96908,8550,"[0, 1, 0, 1, 2, 1]",True,0,0,369750890,306169736,0,0,82911363,384519273,1505522300,2027412200,904054732,79762950
0,0,0,0,9730,64675,37086,5398,13788,73105,0,0,0,13131,31068,115459,9147,30979,30719,"[0, 1, 1, 0, 2, 1]",False,0,0,629287750,360846780,74427624,394620790,0,0,407953908,1516092129,283364913,280986693
1,0,0,0,0,0,0,0,0,0,12037,48496,201538,51006,277629,482296,15877,161470,57067,"[0, 0, 0, 1, 3, 1]",True,0,0,0,0,0,0,583746352,2425912906,14160744774,24599989776,2563659190,906052759
0,21995,91275,107430,0,0,0,11657,112759,69484,14361,115127,238333,17568,97494,139553,16116,229648,68848,"[1, 0, 1, 1, 1, 1]",False,2007593625,2362922850,0,0,1314431663,809974988,1653338847,3422700213,1712774592,2451667104,3701007168,1109554368
1,11408,51186,38648,10392,80971,28443,6461,17052,60091,17427,101827,169292,0,0,0,0,0,0,"[1, 1, 1, 2, 0, 0]",True,583929888,440896384,841450632,295579656,110172972,388247951,1774539129,2950251684,0,0,0,0
0,7189,40455,41609,0,0,0,3899,16095,76715,5344,39084,90372,7284,41035,49209,7342,88745,18437,"[1, 0, 1, 1, 1, 1]",False,290830995,299127101,0,0,62754405,299111785,208864896,482947968,298898940,358438356,651565790,135364454
1,0,0,0,10126,36515,30236,0,0,0,5869,14127,65517,19340,77845,104830,9329,96908,8550,"[0, 1, 0, 1, 2, 1]",True,0,0,369750890,306169736,0,0,82911363,384519273,1505522300,2027412200,904054732,79762950
0,0,0,0,9730,64675,37086,5398,13788,73105,0,0,0,13131,31068,115459,9147,30979,30719,"[0, 1, 1, 0, 2, 1]",False,0,0,629287750,360846780,74427624,394620790,0,0,407953908,1516092129,283364913,280986693
0,0,0,0,10599,100611,37226,5205,23322,65827,0,0,0,14393,65445,137648,7340,94926,49481,"[0, 1, 1, 0, 2, 1]",False,0,0,1066375989,394558374,121391010,342629535,0,0,941949885,1981167664,696756840,363190540
1,9682,64298,86764,0,0,0,11983,66254,121875,0,0,0,9656,42267,68245,10987,91688,71956,"[1, 0, 2, 0, 1, 1]",True,622533236,840049048,0,0,793921682,1460428125,0,0,408130152,658973720,1007376056,790580572
0,14751,81038,112497,0,0,0,9372,17725,127475,16746,153179,142177,14671,52491,161260,16314,255991,56502,"[1, 0, 1, 1, 1, 1]",False,1195391538,1659443247,0,0,166118700,1194695700,2565135534,2380896042,770095461,2365845460,4176237174,921773628
1,0,0,0,17718,148619,60568,10380,32603,165736,13660,49743,201826,17232,98354,127524,17152,142191,77246,"[0, 1, 1, 1, 1, 1]",True,0,0,2633231442,1073143824,338419140,1720339680,679489380,2756943160,1694836128,2197493568,2438860032,1324923392
1,13241,78347,72151,13062,96572,46007,7105,34399,54246,8247,35128,102274,0,0,0,8199,36278,19296,"[1, 1, 1, 1, 0, 1]",True,1037392627,955351391,1261423464,600943434,244404895,385417830,289700616,843453678,0,0,297443322,158207904
0,10349,53945,66169,9036,60130,42786,6282,15620,84474,0,0,0,7046,26768,68525,7949,75986,60234,"[1, 1, 1, 0, 1, 1]",False,558276805,684782981,543334680,386614296,98124840,530665668,0,0,188607328,482827150,604012714,478800066
1,0,0,0,11653,72421,40357,6927,9777,65833,0,0,0,22875,81305,109588,11464,71694,56753,"[0, 1, 1, 0, 2, 1]",True,0,0,843921913,470280121,67725279,456025191,0,0,1859851875,2506825500,821900016,650616392
0,11046,29904,41630,9026,33903,32067,5841,14262,108037,0,0,0,10129,43776,79051,9165,92527,22077,"[1, 1, 1, 0, 1, 1]",False,330319584,459844980,306008478,289436742,83304342,631044117,0,0,443407104,800707579,848009955,202335705
1,18368,63220,80988,18510,126604,59803,9836,18523,85771,9796,29204,99435,0,0,0,14017,212309,22843,"[1, 1, 1, 1, 0, 1]",True,1161224960,1487587584,2343440040,1106953530,182192228,843643556,286082384,974065260,0,0,2975935253,320190331
0,14531,53609,99899,15119,76441,80262,0,0,0,19044,79324,245071,0,0,0,9090,63671,68930,"[1, 1, 0, 2, 0, 1]",False,778992379,1451632369,1155711479,1213481178,0,0,1510646256,4667132124,0,0,578769390,626573700
1,15359,55784,79825,17925,98536,54782,9263,14307,194108,0,0,0,16074,62365,89503,10031,70248,33416,"[1, 1, 1, 0, 1, 1]",True,856786456,1226032175,1766257800,981967350,132525741,1798022404,0,0,1002455010,1438671222,704657688,335195896
0,0,0,0,16945,143218,64457,12192,134840,35811,12435,32647,147569,33100,97161,154743,0,0,0,"[0, 1, 1, 1, 2, 0]",False,0,0,2426829010,1092223865,1643969280,436607712,405965445,1835020515,3216029100,5121993300,0,0
0,0,0,0,15345,77911,66477,7249,11791,85870,0,0,0,24119,69166,138537,10688,78290,58982,"[0, 1, 1, 0, 2, 1]",False,0,0,1195544295,1020089565,85472959,622471630,0,0,1668214754,3341373903,836763520,630399616
1,15432,49346,83525,14748,79202,57007,9837,17293,98882,0,0,0,13316,25562,46452,12923,135071,42813,"[1, 1, 1, 0, 1, 1]",True,761507472,1288957800,1168071096,840739236,170111241,972702234,0,0,340383592,618554832,1745522533,553272399
1,0,0,0,26372,264405,117209,15805,135102,120127,18357,124902,217340,26690,97599,161631,16346,104593,47615,"[0, 1, 1, 1, 1, 1]",True,0,0,6972888660,3091035748,2135287110,1898607235,2292826014,3989710380,2604917310,4313931390,1709677178,778314790
0,29387,58763,159652,27484,177867,124259,0,0,0,35280,125883,513931,0,0,0,16720,178227,86534,"[1, 1, 0, 2, 0, 1]",False,1726868281,4691693324,4888496628,3415134356,0,0,4441152240,18131485680,0,0,2979955440,1446848480
1,0,0,0,19671,178041,71943,6453,15606,23496,7795,21685,63088,10250,17318,43806,0,0,0,"[0, 2, 1, 1, 1, 0]",True,0,0,3502244511,1415190753,100705518,151619688,169034575,491770960,177509500,449011500,0,0
0,9388,21623,46404,8944,25909,22952,4966,12855,74044,8040,18208,85020,0,0,0,6587,44274,45977,"[1, 1, 1, 1, 0, 1]",False,202996724,435640752,231730096,205282688,63837930,367702504,146392320,683560800,0,0,291632838,302850499
0,0,0,0,11046,56614,47352,12465,82323,82205,0,0,0,17790,64558,117090,0,0,0,"[0, 1, 2, 0, 2, 0]",False,0,0,625358244,523050192,1026156195,1024685325,0,0,1148486820,2083031100,0,0
1,15038,51752,79899,13206,68439,42732,8385,12955,109179,0,0,0,12333,43489,38626,10356,48522,31295,"[1, 1, 1, 0, 1, 1]",True,778246576,1201521162,903805434,564318792,108627675,915465915,0,0,536349837,476374458,502493832,324091020
0,0,0,0,16514,104413,120193,9721,27239,209209,11654,54598,224709,16232,83557,140468,14949,111309,96789,"[0, 1, 1, 1, 1, 1]",False,0,0,1724276282,1984867202,264790319,2033720689,636285092,2618758686,1356297224,2280076576,1663958241,1446898761
1,18393,120423,155643,18177,194668,88939,10902,14783,123255,0,0,0,14757,91861,96205,14561,298130,43290,"[1, 1, 1, 0, 1, 1]",True,2214940239,2862741699,3538480236,1616644203,161164266,1343726010,0,0,1355592777,1419697185,4341070930,630345690
1,17502,61317,85780,17152,85548,46933,8286,27289,102668,10377,56383,146046,0,0,0,11642,68573,34163,"[1, 1, 1, 1, 0, 1]",True,1073170134,1501321560,1467319296,804994816,226116654,850707048,585086391,1515519342,0,0,798326866,397725646
