,Hero 1,Hero 2,Winning rate,# of rounds,# of winning rounds ▽
140,Taiyi Zhenren,Shangguan Wan'er,0.375,32,12.0
1526,Zhang Liang,Toho Taiichi,0.7058823529411765,17,12.0
2724,Xiahou Dun,Yuan Ge,0.4,30,12.0
1492,Zhang Liang,Liu Bang,0.19047619047619047,63,12.0
2325,Pangu,Angela,1.0,12,12.0
810,Pei Qinhu,Yang Jian,0.46153846153846156,26,12.0
1329,Jiang Ziya,Yu Ji,0.26666666666666666,45,12.0
1681,Sun Bin,Yuan Ge,0.5217391304347826,23,12.0
149,Taiyi Zhenren,Yingzheng,0.4444444444444444,27,12.0
920,Naklulu,Wu Zetian,0.7058823529411765,17,12.0
3339,Shangguan Wan'er,Cao Cao,0.631578947368421,19,12.0
987,Sun Shangxiang,Cao Cao,0.375,32,12.0
986,Sun Shangxiang,Shangguan Wan'er,0.48,25,12.0
168,Taiyi Zhenren,Genghis Khan,0.4444444444444444,27,12.0
342,Gongsun Li,Kuangtie,0.46153846153846156,26,12.0
2530,Liu Bang,Wu Zetian,0.75,16,12.0
1250,Lian Po,Shangguan Wan'er,0.23529411764705882,51,12.0
158,Taiyi Zhenren,Luna,0.7058823529411765,17,12.0
877,Naklulu,Bull Demon,0.2727272727272727,44,12.0
2438,Hua Mulan,Li Yuanfang,0.5217391304347826,23,12.0
1768,Mai Shiranui,Galo,0.5217391304347826,23,12.0
894,Naklulu,Xishi,0.2926829268292683,41,12.0
3114,Ganjiang Moye,Da Mo,0.5714285714285714,21,12.0
1773,Mai Shiranui,Li Xin,0.6666666666666666,18,12.0
883,Naklulu,Liu Bang,0.42857142857142855,28,12.0
1495,Zhang Liang,Xiahou Dun,0.55,20,11.0
3308,Yào,Genghis Khan,0.4782608695652174,23,11.0
3251,Xishi,Nezha,1.0,11,11.0
2381,Wang Zhaojun,Luna,0.9166666666666666,12,11.0
2422,Hua Mulan,Liu Bang,0.5238095238095238,21,11.0
2565,Lanlingwang,Zhou Yu,0.4782608695652174,23,11.0
1350,Jiang Ziya,Da Mo,0.8461538461538461,13,11.0
2069,Bull Demon,Meng Tian,0.8461538461538461,13,11.0
3225,Xishi,Meng Tian,0.5238095238095238,21,11.0
2159,Bai Qi,Luna,0.9166666666666666,12,11.0
3398,Cao Cao,Li Yuanfang,0.9166666666666666,12,11.0
3290,Yào,Sun Ce,0.6111111111111112,18,11.0
3297,Yào,Galo,1.0,11,11.0
2293,Pangu,Li Yuanfang,0.6875,16,11.0
1510,Zhang Liang,Yang Jian,0.6111111111111112,18,11.0
1673,Sun Bin,Li Yuanfang,0.4074074074074074,27,11.0
1823,Ma Chao,Meng Ya,0.23404255319148937,47,11.0
1742,Mai Shiranui,Guiguzi,0.5,22,11.0
1848,Ma Chao,Galo,0.7857142857142857,14,11.0
1255,Lian Po,Yang Jian,1.0,11,11.0
1257,Lian Po,Kuangtie,0.4230769230769231,26,11.0
1259,Lian Po,Yingzheng,0.5238095238095238,21,11.0
1695,Sun Bin,Dian Wei,0.5238095238095238,21,11.0
1267,Lian Po,Galo,0.4230769230769231,26,11.0
2281,Pangu,Guiguzi,0.7333333333333333,15,11.0
2873,Meng Ya,Baili Xuance,1.0,11,11.0
1158,Dun Shan,Xiang Yu,0.44,25,11.0
2854,Meng Ya,Agudo,0.2894736842105263,38,11.0
3926,Yuan Ge,Zhuang Zhou,0.6111111111111112,18,11.0
3924,Yuan Ge,Da Mo,0.5789473684210527,19,11.0
1928,Laofuzi,Luna,1.0,11,11.0
1665,Sun Bin,Xiang Yu,0.4074074074074074,27,11.0
1939,Laofuzi,Zhuge Liang,0.6875,16,11.0
1811,Ma Chao,Jing,0.6470588235294118,17,11.0
1947,Laofuzi,Yunzhongjun,0.7857142857142857,14,11.0
3619,Yang Jian,Diao Chan,0.6111111111111112,18,11.0
4061,Da Mo,Zhuang Zhou,0.6875,16,11.0
1881,Ma Chao,Zhong Wuyan,1.0,11,11.0
712,Tachibana Ukyo,Yào,0.44,25,11.0
962,Sun Shangxiang,Sun Bin,0.6470588235294118,17,11.0
73,Marco Polo,Xiaoqiao,0.4583333333333333,24,11.0
892,Naklulu,Ganjiang Moye,0.5789473684210527,19,11.0
614,Zhu Bajie,Master Luban,0.7333333333333333,15,11.0
628,Zhu Bajie,Agudo,0.7857142857142857,14,11.0
1009,Sun Shangxiang,Kai,0.4782608695652174,23,11.0
831,Pei Qinhu,Houyi,0.5238095238095238,21,11.0
820,Pei Qinhu,Cheng Yaojin,0.6111111111111112,18,11.0
277,Zhang Fei,Yixing,0.3333333333333333,33,11.0
1066,Shen Mengxi,Guiguzi,0.7333333333333333,15,11.0
253,Zhang Fei,Cheng Yaojin,0.44,25,11.0
908,Naklulu,Baili Shouyue,0.6470588235294118,17,11.0
441,Lv Bu,Sun Ce,0.3333333333333333,33,11.0
632,Zhu Bajie,Baili Shouyue,0.2558139534883721,43,11.0
72,Marco Polo,Bian Que,0.5238095238095238,21,11.0
162,Taiyi Zhenren,Li Xin,0.3793103448275862,29,11.0
45,Marco Polo,Meng Tian,0.5238095238095238,21,11.0
647,Zhu Bajie,Baili Xuance,0.55,20,11.0
1987,Jing,Yào,0.47619047619047616,21,10.0
946,Naklulu,Zhong Wuyan,1.0,10,10.0
2000,Jing,Baili Shouyue,0.7692307692307693,13,10.0
265,Zhang Fei,Baili Xuance,0.625,16,10.0
2710,Xiahou Dun,Daqiao,0.7142857142857143,14,10.0
557,Guan Yu,Bian Que,0.38461538461538464,26,10.0
939,Naklulu,Athena,0.9090909090909091,11,10.0
942,Naklulu,Ming Shiyin,0.47619047619047616,21,10.0
715,Tachibana Ukyo,Yang Yuhuan,0.625,16,10.0
1010,Sun Shangxiang,Wu Zetian,0.625,16,10.0
2708,Xiahou Dun,Xiang Yu,0.47619047619047616,21,10.0
3356,Shangguan Wan'er,Luna,0.8333333333333334,12,10.0
3288,Yào,Agudo,0.37037037037037035,27,10.0
735,Tachibana Ukyo,Li Xin,0.43478260869565216,23,10.0
79,Marco Polo,Mengqi,0.9090909090909091,11,10.0
171,Taiyi Zhenren,Bian Que,0.45454545454545453,22,10.0
1639,Su Lie,Ake,0.7142857142857143,14,10.0
2133,Bai Qi,Meng Ya,0.7692307692307693,13,10.0
2941,Yu Ji,Nezha,1.0,10,10.0
710,Tachibana Ukyo,Daqiao,0.625,16,10.0
2642,Zhou Yu,Daqiao,0.3225806451612903,31,10.0
2638,Zhou Yu,Yu Ji,0.35714285714285715,28,10.0
686,Tachibana Ukyo,Zhao Yun,1.0,10,10.0
60,Marco Polo,Mozi,0.30303030303030304,33,10.0
1680,Sun Bin,Sun Ce,0.29411764705882354,34,10.0
4069,Da Mo,Wu Zetian,0.5882352941176471,17,10.0
1669,Sun Bin,Yào,0.35714285714285715,28,10.0
542,Guan Yu,Zhuang Zhou,0.5263157894736842,19,10.0
2859,Meng Ya,Chang'e,0.43478260869565216,23,10.0
208,Zhang Fei,Dun Shan,0.5,20,10.0
919,Naklulu,Kai,0.5263157894736842,19,10.0
2840,Meng Ya,Master Luban,1.0,10,10.0
971,Sun Shangxiang,Wang Zhaojun,0.17543859649122806,57,10.0
2831,Guiguzi,Ake,0.8333333333333334,12,10.0
526,Guan Yu,Shangguan Wan'er,0.3333333333333333,30,10.0
909,Naklulu,Chang'e,1.0,10,10.0
1344,Jiang Ziya,Agudo,0.5,20,10.0
2785,Guiguzi,Yang Jian,0.625,16,10.0
2009,Jing,Toho Taiichi,1.0,10,10.0
1356,Jiang Ziya,Cai Wenji,1.0,10,10.0
3211,Daqiao,Zhong Wuyan,1.0,10,10.0
3935,Yuan Ge,Dian Wei,0.38461538461538464,26,10.0
3975,Baili Shouyue,Mozi,1.0,10,10.0
260,Zhang Fei,Li Xin,0.2702702702702703,37,10.0
1358,Jiang Ziya,Li Xin,0.5882352941176471,17,10.0
2012,Jing,Wu Zetian,1.0,10,10.0
2075,Bull Demon,Sun Ce,0.37037037037037035,27,10.0
263,Zhang Fei,Dian Wei,0.35714285714285715,28,10.0
2772,Guiguzi,Meng Ya,1.0,10,10.0
729,Tachibana Ukyo,Zhuang Zhou,0.9090909090909091,11,10.0
917,Naklulu,Toho Taiichi,0.4,25,10.0
472,Lv Bu,Li Bai,0.7142857142857143,14,10.0
4192,Galo,Toho Taiichi,1.0,10,10.0
825,Pei Qinhu,Cai Wenji,0.7692307692307693,13,10.0
2447,Hua Mulan,Baili Shouyue,0.625,16,10.0
1602,Su Lie,Da Mo,0.4166666666666667,24,10.0
1170,Dun Shan,Kuangtie,0.2857142857142857,35,10.0
2275,Pangu,Wang Zhaojun,0.35714285714285715,28,10.0
2277,Pangu,Liu Bang,0.5882352941176471,17,10.0
3783,Agudo,Galo,1.0,10,10.0
437,Lv Bu,Diao Chan,0.47619047619047616,21,10.0
1857,Ma Chao,Houyi,0.7692307692307693,13,10.0
436,Lv Bu,Yang Jian,0.5263157894736842,19,10.0
1175,Dun Shan,Baili Shouyue,0.5,20,10.0
2371,Wang Zhaojun,Agudo,0.45454545454545453,22,10.0
2291,Pangu,Cao Cao,0.7692307692307693,13,10.0
1588,Su Lie,Shangguan Wan'er,0.5555555555555556,18,10.0
789,Pei Qinhu,Pangu,0.625,16,10.0
1162,Dun Shan,Yào,0.43478260869565216,23,10.0
1866,Ma Chao,Angela,0.8333333333333334,12,10.0
3874,Sun Ce,Yuan Ge,0.625,16,10.0
1539,Zhang Liang,Yáo,0.47619047619047616,21,10.0
1593,Su Lie,Yang Jian,0.4166666666666667,24,10.0
1850,Ma Chao,Mozi,0.3333333333333333,30,10.0
1103,Shen Mengxi,Genghis Khan,0.3125,32,10.0
3566,Meng Tian,Diao Chan,1.0,10,10.0
3514,Li Yuanfang,Agudo,0.5,20,10.0
2146,Bai Qi,Yang Jian,0.5882352941176471,17,10.0
470,Lv Bu,Yixing,0.8333333333333334,12,10.0
1922,Laofuzi,Baili Shouyue,0.5263157894736842,19,10.0
2224,Di Renjie,Agudo,0.9090909090909091,11,10.0
654,Zhu Bajie,Yáo,0.5,20,10.0
642,Zhu Bajie,Li Xin,0.5882352941176471,17,10.0
1447,Zhao Yun,Houyi,0.8333333333333334,12,10.0
2220,Di Renjie,Meng Tian,0.9090909090909091,11,10.0
1125,Shen Mengxi,Zhong Wuyan,0.9090909090909091,11,10.0
2227,Di Renjie,Yuan Ge,1.0,10,10.0
1609,Su Lie,Toho Taiichi,0.5263157894736842,19,10.0
1105,Shen Mengxi,Nezha,1.0,10,10.0
2217,Di Renjie,Cao Cao,0.5,20,10.0
2456,Hua Mulan,Toho Taiichi,0.3333333333333333,30,10.0
2160,Bai Qi,Mozi,1.0,10,10.0
2313,Pangu,Kai,0.47619047619047616,21,10.0
35,Marco Polo,Master Luban,1.0,9,9.0
924,Naklulu,Genghis Khan,0.5625,16,9.0
2802,Guiguzi,Li Xin,0.6,15,9.0
1575,Su Lie,Liu Bang,0.42857142857142855,21,9.0
2204,Di Renjie,Lanlingwang,0.42857142857142855,21,9.0
4016,Chang'e,Cheng Yaojin,0.8181818181818182,11,9.0
463,Lv Bu,Xiaoqiao,0.5,18,9.0
1668,Sun Bin,Xishi,0.47368421052631576,19,9.0
1591,Su Lie,Li Yuanfang,0.34615384615384615,26,9.0
1433,Zhao Yun,Baili Shouyue,0.36,25,9.0
2796,Guiguzi,Zhuang Zhou,0.6428571428571429,14,9.0
269,Zhang Fei,Bian Que,0.34615384615384615,26,9.0
2569,Lanlingwang,Yu Ji,0.16981132075471697,53,9.0
1414,Zhao Yun,Yu Ji,0.4090909090909091,22,9.0
1615,Su Lie,Baili Xuance,0.2647058823529412,34,9.0
2673,Zhou Yu,Genghis Khan,0.8181818181818182,11,9.0
322,Gongsun Li,Liu Bang,0.21428571428571427,42,9.0
336,Gongsun Li,Cao Cao,0.225,40,9.0
1402,Zhao Yun,Bull Demon,0.16981132075471697,53,9.0
1455,Zhao Yun,Yáo,0.6,15,9.0
2466,Hua Mulan,Bian Que,0.6,15,9.0
898,Naklulu,Yang Yuhuan,0.45,20,9.0
340,Gongsun Li,Yang Jian,0.47368421052631576,19,9.0
2709,Xiahou Dun,Ganjiang Moye,0.32142857142857145,28,9.0
266,Zhang Fei,Genghis Khan,0.3333333333333333,27,9.0
903,Naklulu,Kuangtie,0.24324324324324326,37,9.0
1378,Jiang Ziya,Han Xin,1.0,9,9.0
2081,Bull Demon,Zhuang Zhou,0.75,12,9.0
1506,Zhang Liang,Cao Cao,0.391304347826087,23,9.0
370,Gongsun Li,Angela,0.391304347826087,23,9.0
512,Guan Yu,Hua Mulan,0.375,24,9.0
1515,Zhang Liang,Sun Ce,0.9,10,9.0
2406,Wang Zhaojun,Athena,0.8181818181818182,11,9.0
1363,Jiang Ziya,Baili Xuance,0.5625,16,9.0
1430,Zhao Yun,Yingzheng,0.5294117647058824,17,9.0
2781,Guiguzi,Cao Cao,0.6428571428571429,14,9.0
1595,Su Lie,Kuangtie,0.47368421052631576,19,9.0
1530,Zhang Liang,Dian Wei,0.47368421052631576,19,9.0
2780,Guiguzi,Shangguan Wan'er,0.42857142857142855,21,9.0
1578,Su Lie,Xiahou Dun,0.75,12,9.0
3432,Cao Cao,Yunzhongjun,0.8181818181818182,11,9.0
1686,Sun Bin,Zhuang Zhou,0.75,12,9.0
3138,Ganjiang Moye,Mengqi,0.6,15,9.0
64,Marco Polo,Kai,0.45,20,9.0
629,Zhu Bajie,Yingzheng,0.3103448275862069,29,9.0
65,Marco Polo,Wu Zetian,0.2727272727272727,33,9.0
1684,Sun Bin,Da Mo,0.5294117647058824,17,9.0
1173,Dun Shan,Sun Ce,0.3103448275862069,29,9.0
1900,Laofuzi,Xiahou Dun,0.3333333333333333,27,9.0
3116,Ganjiang Moye,Zhuang Zhou,0.5625,16,9.0
1911,Laofuzi,Cao Cao,1.0,9,9.0
53,Marco Polo,Baili Shouyue,0.6923076923076923,13,9.0
59,Marco Polo,Luna,0.5294117647058824,17,9.0
703,Tachibana Ukyo,Xiahou Dun,0.20930232558139536,43,9.0
1243,Lian Po,Yu Ji,0.15789473684210525,57,9.0
76,Marco Polo,Angela,0.6,15,9.0
1068,Shen Mengxi,Yu Ji,0.20454545454545456,44,9.0
1685,Sun Bin,Cheng Yaojin,0.6,15,9.0
1287,Lian Po,Yunzhongjun,0.9,10,9.0
709,Tachibana Ukyo,Ganjiang Moye,0.34615384615384615,26,9.0
1087,Shen Mengxi,Baili Shouyue,0.34615384615384615,26,9.0
1150,Dun Shan,Liu Bang,0.3103448275862069,29,9.0
169,Taiyi Zhenren,Zhuge Liang,0.2903225806451613,31,9.0
591,Zhu Bajie,Lian Po,0.38095238095238093,21,8.0
1923,Laofuzi,Chang'e,0.6666666666666666,12,8.0
679,Tachibana Ukyo,Pei Qinhu,0.5333333333333333,15,8.0
276,Zhang Fei,Mengqi,0.8888888888888888,9,8.0
3003,Master Luban,Genghis Khan,1.0,8,8.0
1426,Zhao Yun,Yang Jian,0.8888888888888888,9,8.0
1627,Su Lie,Yixing,1.0,8,8.0
1419,Zhao Yun,Xishi,0.4,20,8.0
473,Lv Bu,Han Xin,0.5714285714285714,14,8.0
2312,Pangu,Li Xin,0.6666666666666666,12,8.0
443,Lv Bu,Baili Shouyue,0.47058823529411764,17,8.0
1612,Su Lie,Wu Zetian,0.22857142857142856,35,8.0
2665,Zhou Yu,Cai Wenji,0.8,10,8.0
2134,Bai Qi,Yu Ji,0.38095238095238093,21,8.0
1097,Shen Mengxi,Li Xin,0.4,20,8.0
880,Naklulu,Pangu,0.5714285714285714,14,8.0
1098,Shen Mengxi,Kai,0.38095238095238093,21,8.0
453,Lv Bu,Li Xin,0.5333333333333333,15,8.0
2704,Xiahou Dun,Guiguzi,0.3333333333333333,24,8.0
886,Naklulu,Xiahou Dun,0.27586206896551724,29,8.0
1985,Jing,Daqiao,0.8888888888888888,9,8.0
2538,Liu Bang,Xiaoqiao,1.0,8,8.0
1463,Zhao Yun,Han Xin,1.0,8,8.0
3502,Yang Yuhuan,Ake,1.0,8,8.0
1603,Su Lie,Cheng Yaojin,0.24242424242424243,33,8.0
4514,Dian Wei,Ake,0.6153846153846154,13,8.0
4314,Cai Wenji,Houyi,1.0,8,8.0
2386,Wang Zhaojun,Kai,0.4,20,8.0
464,Lv Bu,Huang Zhong,1.0,8,8.0
1761,Mai Shiranui,Sun Ce,0.42105263157894735,19,8.0
745,Tachibana Ukyo,Xiaoqiao,0.8888888888888888,9,8.0
1149,Dun Shan,Hua Mulan,0.4444444444444444,18,8.0
814,Pei Qinhu,Yingzheng,0.25806451612903225,31,8.0
3645,Yang Jian,Xiaoqiao,0.8888888888888888,9,8.0
430,Lv Bu,Yào,0.3333333333333333,24,8.0
2280,Pangu,Xiahou Dun,0.6666666666666666,12,8.0
83,Marco Polo,Han Xin,0.8888888888888888,9,8.0
2449,Hua Mulan,Da Mo,0.47058823529411764,17,8.0
1028,Sun Shangxiang,Han Xin,0.47058823529411764,17,8.0
836,Pei Qinhu,Bian Que,0.36363636363636365,22,8.0
2460,Hua Mulan,Dian Wei,0.47058823529411764,17,8.0
840,Pei Qinhu,Angela,0.8888888888888888,9,8.0
3655,Yang Jian,Han Xin,0.47058823529411764,17,8.0
2494,Liu Bang,Lanlingwang,0.5333333333333333,15,8.0
3642,Yang Jian,Zhuge Liang,0.5714285714285714,14,8.0
1396,Zhao Yun,Su Lie,0.34782608695652173,23,8.0
175,Taiyi Zhenren,Angela,0.6666666666666666,12,8.0
63,Marco Polo,Li Xin,0.32,25,8.0
3103,Ganjiang Moye,Li Yuanfang,0.5,16,8.0
2077,Bull Demon,Baili Shouyue,0.5333333333333333,15,8.0
2060,Bull Demon,Xiang Yu,0.23529411764705882,34,8.0
1311,Jiang Ziya,Su Lie,0.22857142857142856,35,8.0
980,Sun Shangxiang,Master Luban,0.38095238095238093,21,8.0
2080,Bull Demon,Cheng Yaojin,0.5333333333333333,15,8.0
2866,Meng Ya,Cai Wenji,0.42105263157894735,19,8.0
723,Tachibana Ukyo,Sun Ce,0.5714285714285714,14,8.0
2932,Yu Ji,Toho Taiichi,0.42105263157894735,19,8.0
4023,Chang'e,Li Xin,0.5333333333333333,15,8.0
147,Taiyi Zhenren,Kuangtie,0.3076923076923077,26,8.0
2783,Guiguzi,Li Yuanfang,0.27586206896551724,29,8.0
545,Guan Yu,Mozi,0.36363636363636365,22,8.0
534,Guan Yu,Agudo,0.42105263157894735,19,8.0
2795,Guiguzi,Cheng Yaojin,0.38095238095238093,21,8.0
2065,Bull Demon,Shangguan Wan'er,0.23529411764705882,34,8.0
3293,Yào,Chang'e,0.6666666666666666,12,8.0
167,Taiyi Zhenren,Baili Xuance,0.27586206896551724,29,8.0
2908,Yu Ji,Daqiao,0.28,25,7.000000000000001
918,Naklulu,Li Xin,0.3181818181818182,22,7.0
228,Zhang Fei,Xiahou Dun,0.25925925925925924,27,7.0
3625,Yang Jian,Baili Shouyue,0.7777777777777778,9,7.0
2066,Bull Demon,Cao Cao,0.3888888888888889,18,7.0
926,Naklulu,Nezha,1.0,7,7.0
1601,Su Lie,Chang'e,0.5833333333333334,12,7.0
1758,Mai Shiranui,Kuangtie,0.6363636363636364,11,7.0
1335,Jiang Ziya,Yào,0.6363636363636364,11,7.0
1504,Zhang Liang,Yào,0.5384615384615384,13,7.0
465,Lv Bu,Yáo,0.25925925925925924,27,7.0
3580,Meng Tian,Cai Wenji,0.4117647058823529,17,7.0
3879,Sun Ce,Zhuang Zhou,0.5,14,7.0
3165,Daqiao,Meng Tian,0.5833333333333334,12,7.0
2162,Bai Qi,Toho Taiichi,0.5833333333333334,12,7.0
830,Pei Qinhu,Dian Wei,0.3888888888888889,18,7.0
1177,Dun Shan,Da Mo,0.5833333333333334,12,7.0
229,Zhang Fei,Guiguzi,0.7777777777777778,9,7.0
834,Pei Qinhu,Zhuge Liang,0.4117647058823529,17,7.0
660,Zhu Bajie,Sima Yi,0.875,8,7.0
790,Pei Qinhu,Wang Zhaojun,0.11864406779661017,59,7.0
2350,Wang Zhaojun,Liu Bang,0.4666666666666667,15,7.0
631,Zhu Bajie,Yuan Ge,0.875,8,7.0
2355,Wang Zhaojun,Meng Ya,0.3888888888888889,18,7.0
655,Zhu Bajie,Angela,0.6363636363636364,11,7.0
1779,Mai Shiranui,Genghis Khan,0.7777777777777778,9,7.0
1109,Shen Mengxi,Yáo,0.3684210526315789,19,7.0
637,Zhu Bajie,Galo,0.20588235294117646,34,7.0
1571,Su Lie,Di Renjie,0.35,20,7.0
2238,Di Renjie,Li Xin,0.5833333333333334,12,7.0
1837,Ma Chao,Diao Chan,1.0,7,7.0
2207,Di Renjie,Guiguzi,1.0,7,7.0
2255,Di Renjie,Yixing,0.3181818181818182,22,7.0
1852,Ma Chao,Toho Taiichi,1.0,7,7.0
3985,Baili Shouyue,Zhuge Liang,0.7777777777777778,9,7.0
536,Guan Yu,Sun Ce,0.4117647058823529,17,7.0
1096,Shen Mengxi,Toho Taiichi,0.4117647058823529,17,7.0
2283,Pangu,Yu Ji,0.30434782608695654,23,7.0
3679,Diao Chan,Da Mo,0.5,14,7.0
3675,Diao Chan,Sun Ce,0.4375,16,7.0
1678,Sun Bin,Agudo,0.25925925925925924,27,7.0
1154,Dun Shan,Guiguzi,0.5833333333333334,12,7.0
1532,Zhang Liang,Baili Xuance,0.7,10,7.0
1263,Lian Po,Chang'e,0.30434782608695654,23,7.0
1080,Shen Mengxi,Yang Jian,0.7,10,7.0
742,Tachibana Ukyo,Zhuge Liang,0.5,14,7.0
708,Tachibana Ukyo,Xiang Yu,0.3888888888888889,18,7.0
625,Zhu Bajie,Yang Jian,1.0,7,7.0
837,Pei Qinhu,Xiaoqiao,0.5833333333333334,12,7.0
2032,Jing,Luban 7,0.4117647058823529,17,7.0
1935,Laofuzi,Dian Wei,0.6363636363636364,11,7.0
1624,Su Lie,Miyue,0.7777777777777778,9,7.0
1198,Dun Shan,Angela,0.7,10,7.0
96,Marco Polo,Gao Jianli,0.875,8,7.0
2074,Bull Demon,Yingzheng,0.25,28,7.0
1424,Zhao Yun,Li Yuanfang,0.3888888888888889,18,7.0
2139,Bai Qi,Xishi,0.35,20,7.0
4112,Cheng Yaojin,Wu Zetian,0.7777777777777778,9,7.0
1251,Lian Po,Cao Cao,0.4375,16,7.0
4110,Cheng Yaojin,Li Xin,0.5833333333333334,12,7.0
1696,Sun Bin,Houyi,1.0,7,7.0
2738,Xiahou Dun,Dian Wei,0.3333333333333333,21,7.0
2728,Xiahou Dun,Cheng Yaojin,0.35,20,7.0
1619,Su Lie,Bian Que,0.5,14,7.0
2706,Xiahou Dun,Yu Ji,1.0,7,7.0
888,Naklulu,Meng Ya,0.10144927536231885,69,7.0
1978,Jing,Xiahou Dun,1.0,7,7.0
1400,Zhao Yun,Laofuzi,0.2916666666666667,24,7.0
1001,Sun Shangxiang,Cheng Yaojin,1.0,7,7.0
1015,Sun Shangxiang,Zhuge Liang,0.6363636363636364,11,7.0
558,Guan Yu,Xiaoqiao,0.4666666666666667,15,7.0
2727,Xiahou Dun,Da Mo,0.5,14,7.0
3345,Shangguan Wan'er,Kuangtie,0.35,20,7.0
80,Marco Polo,Yixing,0.4666666666666667,15,7.0
2712,Xiahou Dun,Yào,0.4375,16,7.0
3466,Yang Yuhuan,Cheng Yaojin,0.7,10,7.0
2027,Jing,Yixing,0.875,8,7.0
4154,Zhuang Zhou,Wu Zetian,0.7,10,7.0
1261,Lian Po,Yuan Ge,0.5384615384615384,13,7.0
3168,Daqiao,Kuangtie,0.6363636363636364,11,7.0
1746,Mai Shiranui,Xiang Yu,0.2916666666666667,24,7.0
2495,Liu Bang,Zhou Yu,0.4666666666666667,15,7.0
736,Tachibana Ukyo,Kai,0.3684210526315789,19,7.0
1348,Jiang Ziya,Baili Shouyue,0.5833333333333334,12,7.0
3511,Li Yuanfang,Yang Jian,0.5833333333333334,12,7.0
3174,Daqiao,Chang'e,0.7777777777777778,9,7.0
1617,Su Lie,Zhuge Liang,0.4666666666666667,15,7.0
70,Marco Polo,Zhuge Liang,0.5833333333333334,12,7.0
1437,Zhao Yun,Zhuang Zhou,0.7777777777777778,9,7.0
3172,Daqiao,Yuan Ge,0.4666666666666667,15,7.0
2504,Liu Bang,Xishi,0.20588235294117646,34,7.0
553,Guan Yu,Baili Xuance,0.3157894736842105,19,6.0
2100,Bull Demon,Angela,0.8571428571428571,7,6.0
1611,Su Lie,Kai,0.2727272727272727,22,6.0
1663,Sun Bin,Yu Ji,0.375,16,6.0
741,Tachibana Ukyo,Genghis Khan,0.2727272727272727,22,6.0
1983,Jing,Xiang Yu,0.46153846153846156,13,6.0
569,Guan Yu,Athena,0.8571428571428571,7,6.0
1583,Su Lie,Xiang Yu,0.2727272727272727,22,6.0
2072,Bull Demon,Kuangtie,0.35294117647058826,17,6.0
1899,Laofuzi,Zhou Yu,0.1875,32,6.0
1995,Jing,Kuangtie,0.42857142857142855,14,6.0
1610,Su Lie,Li Xin,0.375,16,6.0
704,Tachibana Ukyo,Guiguzi,0.4,15,6.0
725,Tachibana Ukyo,Baili Shouyue,0.2857142857142857,21,6.0
2147,Bai Qi,Diao Chan,0.4,15,6.0
1765,Mai Shiranui,Da Mo,0.6,10,6.0
680,Tachibana Ukyo,Naklulu,0.6666666666666666,9,6.0
2172,Bai Qi,Bian Que,0.6,10,6.0
1608,Su Lie,Cai Wenji,1.0,6,6.0
697,Tachibana Ukyo,Pangu,1.0,6,6.0
546,Guan Yu,Cai Wenji,0.6666666666666666,9,6.0
1925,Laofuzi,Cheng Yaojin,0.375,16,6.0
550,Guan Yu,Wu Zetian,0.3157894736842105,19,6.0
1659,Sun Bin,Zhou Yu,0.24,25,6.0
1580,Su Lie,Meng Ya,0.75,8,6.0
1859,Ma Chao,Genghis Khan,0.6,10,6.0
2158,Bai Qi,Galo,0.35294117647058826,17,6.0
1692,Sun Bin,Li Xin,0.6666666666666666,9,6.0
541,Guan Yu,Cheng Yaojin,0.6,10,6.0
462,Lv Bu,Bian Que,0.3157894736842105,19,6.0
2096,Bull Demon,Bian Que,0.3157894736842105,19,6.0
657,Zhu Bajie,Yunzhongjun,0.5454545454545454,11,6.0
1795,Mai Shiranui,Luban 7,0.42857142857142855,14,6.0
2650,Zhou Yu,Yang Jian,0.6,10,6.0
895,Naklulu,Yào,0.4,15,6.0
1408,Zhao Yun,Liu Bang,0.21428571428571427,28,6.0
3885,Sun Ce,Li Xin,0.6,10,6.0
3125,Ganjiang Moye,Dian Wei,0.5454545454545454,11,6.0
4109,Cheng Yaojin,Toho Taiichi,0.6666666666666666,9,6.0
2668,Zhou Yu,Kai,0.6666666666666666,9,6.0
2646,Zhou Yu,Cao Cao,0.5454545454545454,11,6.0
3515,Li Yuanfang,Yingzheng,0.46153846153846156,13,6.0
3535,Li Yuanfang,Zhuge Liang,0.46153846153846156,13,6.0
3878,Sun Ce,Cheng Yaojin,0.8571428571428571,7,6.0
2598,Lanlingwang,Li Xin,0.8571428571428571,7,6.0
137,Taiyi Zhenren,Daqiao,0.75,8,6.0
110,Taiyi Zhenren,Dun Shan,0.5454545454545454,11,6.0
3166,Daqiao,Yang Jian,0.75,8,6.0
2723,Xiahou Dun,Sun Ce,0.6,10,6.0
3110,Ganjiang Moye,Sun Ce,0.8571428571428571,7,6.0
976,Sun Shangxiang,Xiahou Dun,0.23076923076923078,26,6.0
2792,Guiguzi,Baili Shouyue,0.75,8,6.0
3456,Yang Yuhuan,Yang Jian,0.42857142857142855,14,6.0
930,Naklulu,Yáo,1.0,6,6.0
214,Zhang Fei,Sun Bin,0.8571428571428571,7,6.0
4074,Da Mo,Zhuge Liang,0.5,12,6.0
71,Marco Polo,Nezha,0.5,12,6.0
1342,Jiang Ziya,Diao Chan,1.0,6,6.0
